,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10442,48,4,0,2,0,503,0,1,2,12,6,1243,7,-1,0,3,yes
10443,35,4,2,2,0,3140,0,0,2,12,6,130,3,-1,0,3,no
10444,38,2,1,1,0,8,0,0,2,12,6,339,3,-1,0,3,no
10445,40,10,0,1,0,991,1,0,2,12,6,316,2,-1,0,3,no
10446,55,3,0,0,0,0,0,0,2,12,6,90,8,-1,0,3,no
10447,59,5,1,0,0,4949,0,1,2,12,6,168,8,-1,0,3,no
10448,50,9,1,1,0,1765,1,0,2,12,6,247,2,-1,0,3,no
10449,39,7,1,1,0,150,0,0,2,12,6,243,2,-1,0,3,no
10450,46,9,1,2,0,4176,1,0,2,12,6,153,6,-1,0,3,no
10451,39,4,0,2,0,452,1,0,2,12,6,232,2,-1,0,3,no
10452,52,7,1,1,0,-336,0,1,2,12,6,111,8,-1,0,3,no
10453,32,1,0,1,0,-289,1,0,2,12,6,161,2,-1,0,3,no
10454,24,1,2,1,1,-203,1,0,2,12,6,465,3,-1,0,3,yes
10455,47,5,0,0,0,2576,0,0,2,12,6,188,4,-1,0,3,no
10456,47,1,1,0,0,-245,1,1,2,12,6,67,4,-1,0,3,no
10457,40,1,1,1,0,4259,0,0,2,12,6,454,4,-1,0,3,no
10458,30,4,2,2,0,775,1,0,2,16,6,124,2,-1,0,3,no
10459,39,7,1,1,0,733,0,0,2,16,6,83,4,-1,0,3,no
10460,50,10,1,0,0,210,0,0,2,16,6,247,2,-1,0,3,no
10461,35,1,1,0,0,4924,0,0,2,16,6,252,2,-1,0,3,no
10462,56,9,1,1,0,654,1,1,2,16,6,62,2,-1,0,3,no
10463,36,1,2,1,0,340,0,1,2,16,6,559,3,-1,0,3,no
10464,33,1,0,1,0,1,0,0,2,16,6,66,5,-1,0,3,no
10465,29,4,2,2,0,573,1,1,2,16,6,190,4,-1,0,3,no
10466,27,9,1,1,0,806,1,0,2,16,6,768,21,-1,0,3,no
10467,31,1,1,0,0,0,0,0,2,16,6,10,5,-1,0,3,no
10468,39,1,1,0,0,275,1,0,2,16,6,189,2,-1,0,3,no
10469,58,5,1,2,0,3628,0,0,2,16,6,109,2,-1,0,3,no
10470,36,9,2,1,0,1521,1,0,2,16,6,243,2,-1,0,3,no
10471,50,9,1,2,0,917,0,0,2,16,6,107,2,-1,0,3,no
10472,49,3,1,0,0,785,0,0,2,16,6,190,6,-1,0,3,no
10473,37,1,1,1,0,1053,0,0,2,16,6,405,3,-1,0,3,no
10474,37,1,1,0,0,1,1,0,2,16,6,103,2,-1,0,3,no
10475,45,7,1,0,0,7811,0,0,2,16,6,143,2,-1,0,3,no
10476,36,2,2,2,0,658,1,0,2,16,6,61,3,-1,0,3,no
10477,44,1,1,0,0,749,1,0,2,16,6,424,2,-1,0,3,no
10478,37,9,1,1,0,1610,0,0,2,16,6,140,2,-1,0,3,no
10479,41,1,1,0,0,492,1,1,2,16,6,157,29,-1,0,3,no
10480,41,4,0,2,0,1401,0,0,2,16,6,110,4,-1,0,3,no
10481,54,3,1,1,0,1977,0,0,2,16,6,69,3,-1,0,3,no
10482,48,9,1,3,0,5543,0,0,2,16,6,143,5,-1,0,3,no
10483,44,0,1,1,0,32,0,1,2,16,6,241,3,-1,0,3,no
10484,49,1,1,0,0,361,1,0,2,16,6,513,2,-1,0,3,yes
10485,39,9,2,1,0,175,0,1,2,16,6,757,2,-1,0,3,no
10486,47,5,1,1,0,477,0,0,2,16,6,68,3,-1,0,3,no
10487,56,3,1,0,0,657,0,0,2,16,6,211,2,-1,0,3,no
10488,49,3,1,0,0,3436,0,0,2,16,6,171,2,-1,0,3,no
10489,40,7,1,1,0,2346,0,0,2,16,6,182,3,-1,0,3,no
10490,38,1,1,1,0,213,1,0,2,16,6,270,15,-1,0,3,no
10491,40,4,1,2,0,60,0,0,2,16,6,172,6,-1,0,3,no
10492,36,7,1,1,0,5000,0,0,2,16,6,177,5,-1,0,3,no
10493,38,1,0,1,0,727,1,0,2,16,6,119,2,-1,0,3,no
10494,46,7,0,1,0,2044,0,1,2,16,6,75,3,-1,0,3,no
10495,48,3,1,0,0,5908,0,0,2,16,6,192,4,-1,0,3,no
10496,36,1,1,1,0,274,1,0,2,16,6,686,11,-1,0,3,yes
10497,39,10,1,2,0,11787,0,0,2,16,6,104,4,-1,0,3,no
10498,38,7,1,2,0,1018,0,0,2,16,6,325,3,-1,0,3,no
10499,48,1,0,1,1,296,0,1,2,16,6,144,4,-1,0,3,no
10500,35,1,1,1,0,4723,1,0,2,16,6,57,8,-1,0,3,no
10501,34,7,1,1,0,-62,1,0,2,16,6,109,3,-1,0,3,no
10502,50,6,1,0,0,2636,1,0,2,16,6,349,2,-1,0,3,no
10503,52,5,0,2,0,3687,1,1,2,16,6,741,4,-1,0,3,yes
10504,46,9,1,1,0,68,1,1,2,16,6,87,3,-1,0,3,no
10505,51,4,1,1,0,2216,1,1,2,16,6,95,8,-1,0,3,no
10506,35,7,1,1,0,1279,1,0,2,16,6,114,5,-1,0,3,no
10507,57,1,1,0,0,24,0,0,2,16,6,109,2,-1,0,3,no
10508,38,1,1,1,0,1627,0,0,2,16,6,1323,9,-1,0,3,yes
10509,36,1,1,0,0,6085,1,0,2,16,6,186,6,-1,0,3,no
10510,36,1,1,0,0,-255,1,1,2,16,6,187,2,-1,0,3,no
10511,37,1,2,1,0,1120,0,0,2,16,6,187,3,-1,0,3,no
10512,58,9,1,1,0,116,0,0,2,16,6,580,3,-1,0,3,no
10513,31,9,0,1,0,-1185,1,0,2,16,6,81,5,-1,0,3,no
10514,59,1,1,1,1,-918,1,0,2,16,6,253,2,-1,0,3,no
10515,52,10,1,1,0,0,0,0,2,16,6,18,7,-1,0,3,no
10516,45,4,1,2,0,1493,0,0,2,16,6,140,3,-1,0,3,no
10517,47,1,0,0,0,7,0,1,2,16,6,219,7,-1,0,3,no
10518,40,7,1,1,0,256,1,0,2,16,6,95,6,-1,0,3,no
10519,51,4,1,3,0,721,0,0,2,16,6,276,3,-1,0,3,no
10520,29,9,2,1,0,510,1,0,2,16,6,179,15,-1,0,3,no
10521,46,9,0,1,0,454,0,0,2,16,6,93,2,-1,0,3,no
10522,33,0,1,1,0,372,1,0,2,16,6,106,10,-1,0,3,no
10523,43,9,1,3,0,1156,0,0,2,16,6,90,2,-1,0,3,no
10524,36,1,1,0,0,4143,0,1,2,16,6,78,5,-1,0,3,no
10525,44,4,1,3,0,2982,0,0,2,16,6,55,2,-1,0,3,no
10526,58,5,1,0,0,0,1,0,2,16,6,204,4,-1,0,3,no
10527,41,4,2,3,0,1604,0,0,2,16,6,287,2,-1,0,3,no
10528,39,4,1,2,1,47,0,0,2,16,6,84,3,-1,0,3,no
10529,51,7,1,0,0,294,0,0,2,16,6,112,2,-1,0,3,no
10530,45,2,2,2,0,1678,0,0,2,16,6,133,2,-1,0,3,no
10531,44,6,1,1,0,6553,0,0,2,16,6,195,2,-1,0,3,no
10532,30,7,2,2,0,44,0,0,2,16,6,108,2,-1,0,3,no
10533,57,1,0,0,0,3111,0,0,2,16,6,92,6,-1,0,3,no
10534,50,4,1,0,0,0,0,0,2,16,6,264,4,-1,0,3,no
10535,47,4,0,3,0,582,1,1,2,16,6,123,2,-1,0,3,no
10536,48,9,2,2,0,0,0,0,2,16,6,73,4,-1,0,3,no
10537,37,7,1,1,0,-58,1,0,2,16,6,146,3,-1,0,3,no
10538,52,4,1,0,0,740,0,0,2,16,6,206,1,-1,0,3,no
10539,43,4,1,2,0,0,1,0,2,16,6,100,17,-1,0,3,no
10540,48,4,1,2,0,342,0,0,2,16,6,452,1,-1,0,3,no
10541,36,1,0,1,0,808,0,0,2,16,6,163,1,-1,0,3,no
10542,42,2,2,3,0,323,0,0,2,16,6,617,1,-1,0,3,yes
10543,42,4,1,2,0,-380,1,0,2,16,6,57,1,-1,0,3,no
10544,41,9,1,1,0,902,0,0,2,16,6,35,6,-1,0,3,no
10545,51,0,1,1,0,924,1,0,2,16,6,215,3,-1,0,3,no
10546,37,4,1,2,0,57,0,0,2,16,6,77,1,-1,0,3,no
10547,42,7,0,1,0,167,0,0,2,16,6,119,1,-1,0,3,no
10548,37,1,1,0,0,3154,1,0,2,16,6,265,3,-1,0,3,no
10549,45,1,1,1,0,3037,0,0,2,16,6,60,2,-1,0,3,no
10550,32,1,1,1,0,598,1,0,2,16,6,179,2,-1,0,3,no
10551,35,7,1,1,0,373,0,1,2,16,6,162,6,-1,0,3,no
10552,41,1,1,1,0,2413,0,0,2,16,6,64,3,-1,0,3,no
10553,37,0,1,0,0,7208,0,0,2,16,6,117,1,-1,0,3,no
10554,44,10,2,0,0,4232,0,0,2,16,6,227,1,-1,0,3,no
10555,36,7,1,1,0,981,0,0,2,16,6,1093,1,-1,0,3,yes
10556,59,1,1,1,0,969,0,0,2,16,6,270,1,-1,0,3,no
10557,36,1,0,1,0,638,1,0,2,16,6,1395,2,-1,0,3,yes
10558,60,0,1,1,0,504,0,0,2,16,6,178,4,-1,0,3,no
10559,29,4,2,2,0,5894,1,0,2,16,6,223,2,-1,0,3,no
10560,39,1,2,0,0,207,0,1,2,16,6,35,3,-1,0,3,no
10561,56,5,1,2,0,3708,0,0,2,16,6,210,2,-1,0,3,no
10562,54,1,1,0,0,0,0,0,2,16,6,101,6,-1,0,3,no
10563,38,9,1,2,0,606,0,0,2,16,6,193,2,-1,0,3,no
10564,47,5,1,2,0,1225,1,1,2,16,6,339,2,-1,0,3,no
10565,35,1,2,3,0,422,0,0,2,16,6,140,1,-1,0,3,no
10566,48,7,2,3,0,5095,1,0,2,16,6,71,1,-1,0,3,no
10567,55,5,1,2,0,2929,0,0,2,16,6,556,3,-1,0,3,no
10568,51,3,1,0,0,13292,0,0,2,16,6,1238,2,-1,0,3,no
10569,39,4,1,2,0,627,0,0,2,16,6,32,2,-1,0,3,no
10570,57,7,1,1,0,197,0,0,2,16,6,116,1,-1,0,3,no
10571,38,9,2,2,0,38,0,0,2,16,6,64,1,-1,0,3,no
10572,39,1,1,0,0,3705,1,0,2,16,6,77,1,-1,0,3,no
10573,55,1,1,1,0,0,0,0,2,16,6,73,3,-1,0,3,no
10574,37,7,1,1,0,40,0,0,2,16,6,42,3,-1,0,3,no
10575,54,1,1,1,0,853,0,0,2,16,6,24,5,-1,0,3,no
10576,37,1,1,0,0,-107,1,0,2,16,6,25,1,-1,0,3,no
10577,38,1,1,0,0,298,0,0,2,16,6,147,1,-1,0,3,no
10578,41,1,1,0,0,389,1,0,2,16,6,87,6,-1,0,3,no
10579,53,3,1,1,0,2406,1,0,2,16,6,393,2,-1,0,3,no
10580,59,5,1,0,0,2722,0,0,2,16,6,145,1,-1,0,3,no
10581,46,1,1,1,0,6215,0,0,2,16,6,155,1,-1,0,3,no
10582,38,9,1,1,0,1828,0,0,2,16,6,35,1,-1,0,3,no
10583,57,5,1,0,0,903,0,0,2,16,6,141,1,-1,0,3,no
10584,48,1,1,0,0,554,0,0,2,16,6,263,8,-1,0,3,no
10585,49,4,1,0,0,330,0,0,2,16,6,123,1,-1,0,3,no
10586,40,1,1,1,0,876,0,0,2,16,6,208,1,-1,0,3,no
10587,38,1,1,0,0,1602,0,0,2,16,6,100,1,-1,0,3,no
10588,38,6,1,1,0,30,0,0,2,16,6,91,1,-1,0,3,no
10589,52,9,0,2,0,728,0,0,2,16,6,644,1,-1,0,3,no
10590,39,1,1,1,0,0,0,0,2,16,6,289,1,-1,0,3,no
10591,42,1,1,1,0,2256,1,0,2,16,6,315,1,-1,0,3,no
10592,36,10,2,1,0,490,1,1,2,16,6,265,3,-1,0,3,no
10593,48,10,2,2,0,3229,0,0,2,16,6,1089,1,-1,0,3,yes
10594,36,1,2,0,0,3214,1,0,2,16,6,124,2,-1,0,3,no
10595,53,9,1,2,0,6072,0,1,2,16,6,226,4,-1,0,3,no
10596,30,9,2,1,0,363,1,0,2,16,6,136,8,-1,0,3,no
10597,29,4,2,1,0,584,1,0,2,16,6,541,19,-1,0,3,no
10598,60,4,1,0,0,21292,0,0,2,16,6,242,6,-1,0,3,no
10599,30,1,1,1,0,294,1,1,2,16,6,50,3,-1,0,3,no
10600,49,5,1,0,0,1381,0,0,2,16,6,73,2,-1,0,3,no
10601,44,3,1,0,0,2351,0,0,2,16,6,250,2,-1,0,3,no
10602,36,1,2,1,0,2962,1,1,2,16,6,181,2,-1,0,3,no
10603,49,7,0,1,0,3250,0,0,2,16,6,32,3,-1,0,3,no
10604,55,2,0,2,0,461,1,1,2,16,6,267,3,-1,0,3,no
10605,57,4,0,3,0,0,0,0,2,16,6,235,2,-1,0,3,no
10606,58,7,1,1,0,12180,0,0,2,16,6,121,5,-1,0,3,no
10607,37,7,1,1,0,3321,0,0,2,16,6,215,3,-1,0,3,no
10608,50,1,0,0,0,4882,1,0,2,16,6,320,2,-1,0,3,no
10609,46,2,1,1,0,757,0,0,2,16,6,382,3,-1,0,3,no
10610,37,4,2,2,0,400,1,0,2,16,6,244,1,-1,0,3,no
10611,41,0,1,2,0,1287,0,0,2,16,6,286,1,-1,0,3,no
10612,51,6,1,2,0,2007,0,0,2,16,6,1021,1,-1,0,3,no
10613,40,0,1,1,0,538,0,0,2,16,6,167,2,-1,0,3,no
10614,51,4,2,1,0,1610,1,0,2,16,6,1248,3,-1,0,3,yes
10615,55,4,0,2,0,25,0,0,2,16,6,404,3,-1,0,3,no
10616,47,9,1,2,1,-813,1,1,2,16,6,179,25,-1,0,3,no
10617,39,9,2,1,0,2321,0,1,2,16,6,203,2,-1,0,3,no
10618,38,4,1,2,0,-469,1,0,2,16,6,209,12,-1,0,3,no
10619,59,5,1,0,0,0,0,0,2,16,6,39,1,-1,0,3,no
10620,38,7,1,1,0,1559,0,0,2,16,6,162,1,-1,0,3,no
10621,39,4,1,1,0,2198,0,0,2,16,6,418,1,-1,0,3,no
10622,36,4,2,2,0,317,0,0,2,16,6,348,1,-1,0,3,no
10623,49,9,1,1,0,775,1,0,2,16,6,135,1,-1,0,3,no
10624,36,3,1,2,1,-1941,1,0,2,16,6,505,1,-1,0,3,no
10625,53,9,2,1,1,-435,1,1,2,16,6,131,2,-1,0,3,no
10626,37,3,1,1,0,285,0,0,2,16,6,401,2,-1,0,3,no
10627,45,9,1,2,0,533,1,0,2,16,6,332,2,-1,0,3,no
10628,46,1,1,2,0,993,1,0,2,16,6,78,1,-1,0,3,no
10629,55,9,1,2,0,4359,0,0,2,16,6,394,2,-1,0,3,no
10630,50,1,1,1,0,887,0,0,2,16,6,287,1,-1,0,3,no
10631,37,7,1,1,0,1092,0,0,2,16,6,266,1,-1,0,3,no
10632,55,9,1,3,0,0,0,0,2,16,6,153,1,-1,0,3,no
10633,55,2,0,0,0,29,0,0,2,16,6,500,1,-1,0,3,no
10634,39,0,1,0,0,237,0,0,2,16,6,215,2,-1,0,3,no
10635,48,11,1,3,0,3940,0,0,2,16,6,298,6,-1,0,3,no
10636,35,0,1,1,0,5270,0,0,2,16,6,110,8,-1,0,3,no
10637,35,0,2,0,0,2355,1,0,2,16,6,101,1,-1,0,3,no
10638,39,6,2,2,0,0,0,0,2,16,6,13,1,-1,0,3,no
10639,53,1,1,0,0,4641,0,0,2,16,6,356,2,-1,0,3,no
10640,39,0,0,1,0,952,1,0,2,16,6,62,1,-1,0,3,no
10641,37,0,1,1,0,306,0,0,2,16,6,73,1,-1,0,3,no
10642,38,7,0,1,0,439,0,0,2,16,6,50,1,-1,0,3,no
10643,58,2,1,1,0,2,0,0,2,16,6,684,1,-1,0,3,no
10644,35,1,2,0,0,3751,0,0,2,16,6,193,1,-1,0,3,no
10645,50,1,1,3,0,0,0,0,2,16,6,599,3,-1,0,3,no
10646,37,7,2,1,0,1175,1,0,2,16,6,92,2,-1,0,3,no
10647,56,0,2,1,0,-13,0,0,2,16,6,52,3,-1,0,3,no
10648,59,1,1,0,0,416,0,0,2,16,6,92,3,-1,0,3,no
10649,42,1,2,0,0,50,0,0,2,16,6,294,3,-1,0,3,no
10650,39,3,1,0,0,15352,0,0,2,16,6,99,1,-1,0,3,no
10651,58,1,1,0,0,96,0,0,2,16,6,76,3,-1,0,3,no
10652,30,7,1,1,0,384,1,0,2,16,6,27,3,-1,0,3,no
10653,59,5,1,0,0,1085,0,0,2,16,6,191,1,-1,0,3,no
10654,43,1,1,0,0,8014,0,0,2,16,6,523,1,-1,0,3,no
10655,39,7,2,1,0,1336,1,0,2,16,6,358,1,-1,0,3,no
10656,53,5,1,1,0,136,0,0,2,16,6,254,1,-1,0,3,no
10657,43,4,1,2,0,0,0,0,2,16,6,46,1,-1,0,3,no
10658,43,7,0,3,0,159,0,0,2,16,6,112,4,-1,0,3,no
10659,50,3,1,0,0,4,0,0,2,16,6,51,1,-1,0,3,no
10660,35,0,1,1,0,4698,1,0,2,16,6,359,1,-1,0,3,no
10661,47,0,1,1,0,4307,0,0,2,16,6,88,1,-1,0,3,no
10662,52,1,0,0,0,1250,0,0,2,16,6,342,1,-1,0,3,no
10663,44,9,1,1,0,0,0,0,2,16,6,78,1,-1,0,3,no
10664,51,1,1,1,0,33,0,1,2,16,6,721,3,-1,0,3,yes
10665,57,9,0,1,0,145,0,1,2,16,6,420,4,-1,0,3,no
10666,52,1,1,1,0,167,0,0,2,16,6,163,1,-1,0,3,no
10667,47,1,1,1,0,214,1,0,2,16,6,442,3,-1,0,3,no
10668,59,7,1,0,0,31,0,0,2,16,6,41,3,-1,0,3,no
10669,50,4,1,2,0,3191,0,0,2,16,6,535,2,-1,0,3,no
10670,37,0,2,2,0,12581,0,0,2,16,6,155,4,-1,0,3,no
10671,53,2,0,2,0,196,1,0,2,16,6,178,7,-1,0,3,no
10672,36,0,1,1,0,1295,0,0,2,16,6,232,3,-1,0,3,no
10673,39,1,1,0,0,4608,1,0,2,16,6,36,1,-1,0,3,no
10674,41,1,1,1,0,-100,1,0,2,16,6,20,21,-1,0,3,no
10675,35,1,1,1,0,-281,1,0,2,16,6,15,15,-1,0,3,no
10676,50,2,1,2,0,2198,0,0,2,16,6,170,6,-1,0,3,no
10677,41,2,1,2,0,373,0,0,2,16,6,87,3,-1,0,3,no
10678,45,4,1,2,0,203,0,0,2,16,6,202,4,-1,0,3,no
10679,38,0,2,1,0,439,0,0,2,16,6,359,4,-1,0,3,no
10680,42,0,1,1,0,3165,1,0,2,16,6,298,4,-1,0,3,no
10681,53,1,1,1,0,1093,1,1,2,16,6,244,3,-1,0,3,no
10682,35,1,1,3,0,75,1,0,2,16,6,169,1,-1,0,3,no
10683,46,9,1,1,0,536,1,0,2,16,6,750,2,-1,0,3,yes
10684,44,0,1,1,0,1696,0,0,2,16,6,139,3,-1,0,3,no
10685,49,1,2,3,0,2222,0,0,2,16,6,114,2,-1,0,3,no
10686,35,9,2,2,0,756,1,0,2,16,6,14,14,-1,0,3,no
10687,49,4,1,2,0,2005,0,0,2,16,6,81,4,-1,0,3,no
10688,37,2,1,2,0,264,1,1,2,16,6,220,1,-1,0,3,no
10689,40,7,1,3,0,4075,1,0,2,16,6,162,3,-1,0,3,no
10690,47,1,1,1,0,4840,0,0,2,16,6,53,1,-1,0,3,no
10691,55,3,1,0,0,3680,0,0,2,16,6,131,1,-1,0,3,no
10692,53,6,1,2,0,2627,1,1,2,16,6,18,30,-1,0,3,no
10693,55,4,1,2,0,0,0,0,2,16,6,607,2,-1,0,3,no
10694,37,1,2,1,0,3764,0,0,2,16,6,431,1,-1,0,3,no
10695,54,9,0,3,0,1725,0,0,2,16,6,216,3,-1,0,3,no
10696,53,7,2,1,0,725,1,0,2,16,6,227,4,-1,0,3,no
10697,28,1,2,1,0,235,1,0,2,16,6,102,46,-1,0,3,no
10698,42,1,1,0,0,1752,1,0,2,16,6,19,21,-1,0,3,no
10699,38,4,2,2,0,93,1,1,2,16,6,394,3,-1,0,3,no
10700,38,4,1,2,0,7124,0,0,2,16,6,301,6,-1,0,3,no
10701,37,0,1,2,0,2741,0,0,2,16,6,204,4,-1,0,3,no
10702,47,1,1,0,0,667,0,0,2,16,6,54,1,-1,0,3,no
10703,42,3,1,3,0,72,0,0,2,16,6,22,1,-1,0,3,no
10704,38,0,1,1,0,1116,1,1,2,16,6,406,2,-1,0,3,no
10705,44,4,1,2,0,647,0,0,2,16,6,226,2,-1,0,3,no
10706,54,9,2,3,0,1695,0,0,2,16,6,168,1,-1,0,3,no
10707,35,7,1,3,0,2,0,0,2,16,6,221,1,-1,0,3,no
10708,51,0,1,1,0,-192,0,0,2,16,6,176,3,-1,0,3,no
10709,41,1,1,0,0,389,1,0,2,16,6,127,2,-1,0,3,no
10710,46,3,1,3,0,1035,0,0,2,16,6,703,1,-1,0,3,no
10711,36,0,2,1,0,16,0,0,2,16,6,119,2,-1,0,3,no
10712,41,4,0,1,0,0,0,0,2,16,6,126,3,-1,0,3,no
10713,49,1,1,3,0,3096,0,0,2,16,6,147,2,-1,0,3,no
10714,39,1,1,0,0,4166,0,0,2,16,6,314,3,-1,0,3,no
10715,39,9,1,1,0,94,0,0,2,16,6,182,2,-1,0,3,no
10716,39,9,0,2,0,1832,0,0,2,16,6,353,2,-1,0,3,no
10717,60,5,2,0,0,470,0,0,2,16,6,100,2,-1,0,3,no
10718,40,4,1,2,0,270,0,0,2,16,6,362,3,-1,0,3,no
10719,51,1,1,0,0,5050,0,1,2,16,6,75,7,-1,0,3,no
10720,49,2,1,2,0,388,1,0,2,16,6,142,2,-1,0,3,no
10721,37,4,1,2,0,0,0,0,2,16,6,637,6,-1,0,3,yes
10722,56,2,1,1,0,535,1,1,2,16,6,345,4,-1,0,3,no
10723,54,5,1,0,0,1156,0,0,2,16,6,64,2,-1,0,3,no
10724,45,3,1,0,0,938,0,0,2,16,6,103,3,-1,0,3,no
10725,39,3,1,2,0,240,1,0,2,16,6,17,25,-1,0,3,no
10726,36,2,1,2,0,3057,0,0,2,16,6,2769,4,-1,0,3,yes
10727,39,4,1,2,0,-1212,1,0,2,16,6,26,18,-1,0,3,no
10728,33,6,1,2,0,6,0,0,2,16,6,141,6,-1,0,3,no
10729,42,9,2,2,0,671,1,0,2,16,6,14,20,-1,0,3,no
10730,58,10,2,0,0,278,0,0,2,16,6,1009,5,-1,0,3,no
10731,36,1,2,0,0,736,1,0,2,16,6,323,2,-1,0,3,no
10732,41,2,1,0,0,0,0,0,2,16,6,630,2,-1,0,3,no
10733,51,3,1,0,0,108,0,0,2,16,6,278,2,-1,0,3,no
10734,55,1,1,0,0,835,1,0,2,16,6,40,18,-1,0,3,no
10735,48,1,2,0,0,1080,1,0,2,16,6,112,3,-1,0,3,no
10736,36,9,1,2,0,579,1,0,2,16,6,80,3,-1,0,3,no
10737,42,4,1,1,0,2580,1,0,2,16,6,154,3,-1,0,3,no
10738,54,11,1,1,0,1241,0,0,2,16,6,97,6,-1,0,3,no
10739,40,0,1,1,0,0,0,0,2,16,6,368,12,-1,0,3,no
10740,39,4,1,1,0,2445,0,0,2,16,6,303,5,-1,0,3,no
10741,54,9,1,2,0,417,1,0,2,16,6,375,2,-1,0,3,no
10742,45,4,1,2,0,1847,0,0,2,16,6,77,5,-1,0,3,no
10743,57,0,0,0,0,987,0,0,2,16,6,295,2,-1,0,3,no
10744,57,4,0,3,0,0,0,0,2,16,6,335,3,-1,0,3,no
10745,58,4,0,0,0,5914,0,0,2,17,6,69,4,-1,0,3,no
10746,38,2,1,1,0,-272,0,1,2,17,6,143,2,-1,0,3,no
10747,36,9,2,2,0,0,0,0,2,17,6,153,4,-1,0,3,no
10748,51,0,1,1,0,2967,0,0,2,17,6,83,2,-1,0,3,no
10749,56,4,1,2,0,21664,0,0,2,17,6,214,8,-1,0,3,no
10750,46,4,2,0,0,538,0,0,2,17,6,118,3,-1,0,3,no
10751,31,9,1,1,0,-720,1,0,2,17,6,638,16,-1,0,3,no
10752,30,6,0,1,0,92,1,0,2,17,6,78,10,-1,0,3,no
10753,58,4,1,0,0,1136,0,0,2,17,6,65,3,-1,0,3,no
10754,36,4,1,2,0,0,0,0,2,17,6,222,3,-1,0,3,no
10755,35,6,1,2,0,333,0,0,2,17,6,78,5,-1,0,3,no
10756,37,7,2,1,0,105,0,1,2,17,6,260,4,-1,0,3,no
10757,49,1,1,1,0,-55,0,0,2,17,6,150,3,-1,0,3,no
10758,38,1,1,0,0,1262,0,0,2,17,6,49,2,-1,0,3,no
10759,30,6,1,1,0,421,1,1,2,17,6,62,4,-1,0,3,no
10760,34,4,1,0,0,2026,1,0,2,17,6,100,8,-1,0,3,no
10761,55,1,1,0,0,2896,0,0,2,17,6,138,3,-1,0,3,no
10762,56,1,1,0,0,1046,0,1,2,17,6,329,13,-1,0,3,no
10763,44,4,1,2,0,3091,1,0,2,17,6,331,4,-1,0,3,no
10764,37,3,2,0,0,1088,0,0,2,17,6,131,2,-1,0,3,no
10765,50,1,1,3,0,1537,0,0,2,17,6,24,6,-1,0,3,no
10766,45,1,1,0,0,866,0,0,2,17,6,319,8,-1,0,3,no
10767,58,6,1,1,0,372,0,0,2,17,6,315,2,-1,0,3,no
10768,38,9,1,1,0,403,1,1,2,17,6,99,8,-1,0,3,no
10769,35,4,2,2,0,1374,0,0,2,17,6,45,2,-1,0,3,no
10770,38,7,1,1,0,1313,0,0,2,17,6,33,2,-1,0,3,no
10771,49,2,1,1,0,27,0,0,2,17,6,131,6,-1,0,3,no
10772,50,4,1,2,0,0,0,0,2,17,6,117,3,-1,0,3,no
10773,39,1,1,0,0,2169,0,0,2,17,6,170,2,-1,0,3,no
10774,45,3,1,1,0,698,1,0,2,17,6,160,4,-1,0,3,no
10775,48,1,1,0,0,0,0,0,2,17,6,104,2,-1,0,3,no
10776,55,5,1,1,0,466,0,0,2,17,6,287,4,-1,0,3,no
10777,37,7,2,2,0,718,0,0,2,17,6,43,1,-1,0,3,no
10778,55,9,1,0,0,1498,0,1,2,17,6,345,2,-1,0,3,no
10779,39,0,2,2,0,2600,1,0,2,17,6,77,1,-1,0,3,no
10780,50,5,1,0,0,1098,0,0,2,17,6,168,1,-1,0,3,no
10781,59,5,1,0,0,0,0,0,2,17,6,192,1,-1,0,3,no
10782,39,1,1,1,0,123,0,0,2,17,6,110,1,-1,0,3,no
10783,50,5,1,1,0,0,1,1,2,17,6,328,3,-1,0,3,no
10784,38,9,2,2,0,2496,0,0,2,17,6,193,1,-1,0,3,no
10785,52,9,1,3,0,562,0,0,2,17,6,187,1,-1,0,3,no
10786,43,3,2,0,0,103,0,0,2,17,6,198,1,-1,0,3,no
10787,35,7,2,1,0,361,0,0,2,17,6,256,1,-1,0,3,no
10788,41,9,1,1,0,1385,0,0,2,17,6,145,1,-1,0,3,no
10789,41,4,1,2,0,676,0,0,2,17,6,78,1,-1,0,3,no
10790,37,1,1,1,0,426,0,0,2,17,6,285,1,-1,0,3,no
10791,41,9,1,1,0,130,0,0,2,17,6,160,3,-1,0,3,no
10792,60,4,1,0,0,0,0,0,2,17,6,442,1,-1,0,3,no
10793,48,0,2,1,0,-58,0,0,2,17,6,123,1,-1,0,3,no
10794,55,9,1,2,0,2512,1,0,2,17,6,166,1,-1,0,3,no
10795,61,5,1,1,0,296,0,0,2,17,6,18,1,-1,0,3,no
10796,54,1,2,3,0,6622,0,0,2,17,6,83,1,-1,0,3,no
10797,49,4,1,2,0,391,0,0,2,17,6,128,1,-1,0,3,no
10798,39,1,1,0,0,1564,0,0,2,17,6,57,1,-1,0,3,no
10799,48,1,1,0,0,1670,0,0,2,17,6,145,1,-1,0,3,no
10800,42,2,1,2,0,1654,0,0,2,17,6,116,1,-1,0,3,no
10801,37,9,2,1,0,984,0,0,2,17,6,475,1,-1,0,3,no
10802,47,10,1,1,0,3287,1,1,2,17,6,126,1,-1,0,3,no
